label,open,high,low,close,volume,sma_7,sma_21,ema_12,ema_26,rsi_14,macd,macd_signal,bollinger_upper,bollinger_lower,volatility_7d
0,21.85314360158173,21.875812491419047,21.43376308625236,21.465499877929688,127770400.0,21.782546179635183,21.68243508111863,21.72011520218305,21.827291533465637,52.11236935948498,-0.10717633128258797,-0.14993852600026245,22.401531498089895,20.889519031390087,0.018130068390382538
0,27.77750015258789,27.845500946044922,27.26650047302246,27.64699935913086,81016000.0,26.675857271466935,27.14033335731143,26.76529506479457,27.363824459848793,50.23000992322557,-0.5985293950542214,-0.8962605083528455,31.103668462044197,22.90838159441332,0.022486007314975038
0,36.03274551987704,36.27094361594726,35.51515666338139,35.59554672241211,41332000.0,35.7474730355399,36.13256363641648,35.810891951678286,36.01990888855223,28.84687145691973,-0.20901693687394385,-0.219158132599515,38.43921818962744,33.79857287177393,0.01515260413983985
0,106.10878877930001,106.72449061756997,104.39079389054021,104.72843170166016,25319300.0,103.488525390625,103.976073492141,103.60717353725322,102.39031090977217,34.031433829592515,1.2168626274810492,1.3189660352514943,115.82916543004171,92.88688223841532,0.019720446017919845
0,46.15851424812679,46.18497009599772,44.95913313679009,45.13551330566406,28895300.0,45.54244014195034,45.30389967418852,45.301104350847396,45.26295988703768,42.87788213741293,0.038144463809715035,-0.0965338848721369,48.143897631071646,42.459504315949836,0.01916077497400211
1,0.7627558113324195,0.778123124103679,0.7590968996457252,0.7708053588867188,369380000.0,0.7107996940612793,0.6835033098856608,0.7042682583090004,0.6910657007629264,67.87877262054356,0.013202557546074023,-0.0017972681788171966,0.7807193667416549,0.5853138654704119,0.02802450660802561
1,21.304557903212412,21.848618417243408,21.154940051185555,21.785144805908203,145022800.0,21.85087857927595,21.65217381431943,21.730119756602306,21.82416955364657,50.81384639416396,-0.09404979704426353,-0.13876078020906268,22.23952367500107,20.97557813926895,0.018822479840198903
1,27.287500381469727,27.713499069213867,26.657499313354492,27.70199966430664,124634000.0,27.01128578186035,27.039166677565802,26.909403464719507,27.38887447499382,57.060307947593714,-0.47947101027431316,-0.8129026087371392,30.743808520421588,23.032191502466596,0.022784383888060547
1,35.26405492416314,35.79057900104926,34.83777895976725,35.774696350097656,37092000.0,35.84679412841797,36.10250509352911,35.80532339758896,36.00174499681485,38.37169741442624,-0.19642159922589286,-0.21461082592479058,38.40772106205408,33.76610362971839,0.015166311699760284
1,103.48711112935595,106.20810206989196,102.02730707001729,106.13858795166016,34412400.0,104.17941284179688,104.44281260172527,103.99662190870045,102.66796106102314,39.68028615025454,1.3286608476773125,1.3209049977366578,115.73352728457901,93.92990273861436,0.019853213783626932
1,44.70336619281586,45.41770410932613,44.27123846483748,45.29423904418945,33014500.0,45.6961419241769,45.30134564354306,45.3000481498231,45.26527686164151,47.73938569315168,0.034771288181588034,-0.07027285026139193,48.1189833466766,42.44578334643863,0.018549698732171566
1,0.767634497447087,0.7773915199730355,0.7464129211123518,0.776171863079071,336852000.0,0.7320212806974139,0.6874525802476066,0.7153303513505498,0.6973698609344927,68.13625679447628,0.017960490416057073,0.0021542835401576576,0.7928906241745672,0.5807530959754266,0.029187792251448484
1,21.7738058352963,21.934757232666016,21.59245122245748,21.934757232666016,110330800.0,21.854764938354492,21.623132160731725,21.761602445227492,21.832361233573938,50.485507279673534,-0.07075878834644556,-0.12516038183653927,22.244062253613937,21.058184984545246,0.015572116763561848
1,27.775999069213867,27.969499588012695,27.26449966430664,27.75749969482422,90510000.0,27.254499980381556,26.929404758271716,27.03987980781254,27.416180046833105,55.9556081746462,-0.37630023902056564,-0.7255821347938245,30.54732259380307,23.0876774443439,0.022078415930407706
1,35.875436496998525,36.201967897549466,35.39407291341634,36.1826171875,36146000.0,35.928179604666575,36.09146971929641,35.86336859603681,36.0151429368656,49.591343116425605,-0.15177434082879415,-0.2020435289055913,38.425683411823634,33.805409041179296,0.014713377144576031
1,106.36698810222684,107.32032775878906,104.87739346826022,107.32032775878906,29906300.0,105.09586770193917,104.9502203805106,104.50796127025254,103.0125808164132,45.54164017548439,1.4953804538393314,1.3558000889571926,115.12998399346839,95.88599806219568,0.01929934653400375
1,45.62055253851472,45.94685363769531,44.63282838295173,45.94685363769531,26939500.0,45.82338769095285,45.31402478899275,45.39955668641882,45.315764030238086,52.3414026641099,0.08379265618073362,-0.03945974897296682,48.18104833376619,42.49352670895842,0.017994371749855933
1,0.7790989545669498,0.7817821181819499,0.7639755471371228,0.7778792977333069,349616000.0,0.7490961040769305,0.6911579285349164,0.7249532661786663,0.7033335229195901,68.32672144393929,0.02161974325907623,0.006047375483941372,0.8047622914312298,0.5774919991495198,0.02977904386781462
1,22.034494979329367,22.220382630830805,21.89394683400225,21.9687557220459,115964400.0,21.815579550606863,21.666248957316082,21.793472180122635,21.842464529016308,60.28464610569849,-0.04899234889367321,-0.10992677524796607,22.260391435307845,21.11729392083229,0.014162792810044095
1,28.006000518798828,28.125,27.65850067138672,27.761499404907227,97540000.0,27.40542847769601,26.862452370779856,27.150898207365568,27.441759258542298,71.31843802664957,-0.29086105117673,-0.6386379180704056,29.578928573108165,23.655471413158928,0.021116000252564982
0,36.40493364962283,36.53197213039984,35.82630543787013,35.97121047973633,42474000.0,35.877775464739116,36.108673095703125,35.8799596550675,36.01188868078195,61.811409544415156,-0.13192902571444876,-0.18802062826736282,38.317546639615664,33.797224631136295,0.012656473014602921
0,107.94596717574885,108.69076457827647,106.41665650985324,107.17137908935547,26686200.0,105.48174394880023,105.58719998314267,104.91771785780684,103.32063994774225,59.22378060003682,1.5970779100645842,1.4040556531786712,115.01166446036754,95.88614361458363,0.015582906959316382
0,46.38780279185764,46.4583562000251,45.06495666626278,45.241336822509766,35975900.0,45.68228421892439,45.33271844046457,45.37521516889435,45.310250903739686,58.297078335240144,0.06496426515466425,-0.018574946147440603,48.16176547972975,42.47851543457689,0.01580869522014227
0,0.7815382662676383,0.7834896475540378,0.7649512927074706,0.7727569341659546,361964000.0,0.7631044132368905,0.6950142780939738,0.7323076766382491,0.7084759978267281,80.99183209991656,0.02383167881152104,0.009604236149457306,0.8148153580619717,0.5762934468792056,0.032002003227547454
0,21.957425383869325,22.26799458575054,21.909820188753347,21.918888092041016,140865200.0,21.829505375453405,21.699797221592494,21.812766935802387,21.848125533684804,56.32541112606346,-0.0353585978824178,-0.09501313977485643,22.25642459575072,21.118435404859635,0.012012227704556663
0,27.700000762939453,28.24049949645996,27.625499725341797,27.625999450683594,82908000.0,27.601999827793666,26.66523806254069,27.223990706337574,27.455406680182392,78.44902029821479,-0.23141597384481827,-0.5571935292252882,29.248083959569144,23.813915933619334,0.019356398857325128
0,35.779661037707456,36.25606107329511,35.57322064367704,35.592079162597656,45068000.0,35.875719342912944,36.03522818429129,35.83567034853368,35.980791679434965,56.76265642153229,-0.14512133090128287,-0.17944076879414686,38.06383493121995,33.83194067302809,0.010756701878329718
0,106.85359747966938,108.1545154075376,106.00949528543084,106.17831420898438,32779000.0,105.97118377685547,105.48363785516648,105.11165575798799,103.53231952264908,70.42730986914941,1.5793362353389142,1.4391117696107198,114.33679145653548,96.0356877915114,0.014207264108295446
0,45.285422957296504,45.549994826644834,44.67691505897168,44.870933532714844,31654000.0,45.51724188668387,45.29874965122768,45.29763337871289,45.27770887625637,60.472534744543765,0.019924502456518667,-0.01087505642664875,47.64307748976776,42.66055829819611,0.015930133903053957
0,0.7738584284538084,0.7838957931559785,0.7672484508823003,0.7677380442619324,323344000.0,0.7681022456714085,0.698991718746367,0.7377585024265081,0.7128657790441506,91.88627025102134,0.024892723382357484,0.012661933596037343,0.8215674717415868,0.5748692672263087,0.014492737854438081
1,22.136515111056735,22.843794353031356,22.084375093578036,22.78938865661621,201628400.0,21.974912915910995,21.739904222034273,21.963016431312205,21.917848727976022,66.19893572266793,0.04516770333618325,-0.0669769711526485,22.492944159598203,20.986657128243593,0.01882842361550584
1,27.81450080871582,28.962499618530273,27.799999237060547,28.95199966430664,100770000.0,27.9172853742327,26.646285647437686,27.489838238332815,27.56626541974715,86.26130058588446,-0.07642718141433491,-0.4610402596630976,29.296253503075636,23.786896406897508,0.024626691771921633
1,35.79454555119767,36.83816251564413,35.66254349977129,36.830223083496094,60112000.0,36.017930712018696,35.98990376790365,35.98867846160482,36.043712524180236,67.38198957830042,-0.05503406257541599,-0.1545594275504007,37.74900428742325,34.00484397917832,0.017071935920063303
1,107.08200343468418,109.05819702148438,106.85359557194724,109.05819702148438,26817300.0,106.71598270961216,105.37061854771206,105.71881595237205,103.94164378182207,75.39523658776739,1.7771721705499886,1.5067238497985738,113.23998475222113,96.60915083737846,0.016518208516279186
1,44.950307732332476,46.37898045688192,44.90621017474489,46.37016296386719,33024500.0,45.61299187796457,45.20983432588123,45.462637930275086,45.35863140126458,67.77471655109156,0.10400652901050478,0.012101260660781958,47.28839254406945,42.86179399462684,0.02097283188204209
1,0.7696967031549656,0.8017674088478088,0.7684726027938975,0.8017674088478088,348700000.0,0.7765675783157349,0.7031492761203221,0.7476060264913236,0.7194510849555328,92.94886399675968,0.02815494153579079,0.015760535183988032,0.8342353791876401,0.5709078281239902,0.02037206276067492
1,22.78485250487163,22.87099499007076,22.587629503793217,22.839258193969727,132678400.0,22.100241797310964,21.792155765351794,22.09782285633644,21.986101281012594,69.51815008885225,0.11172157532384475,-0.031237261857349853,22.68644731337598,20.946849080972164,0.018872692664953304
